c	Mes	Año	Departamento	Municipio	Lugar de Ocurrencia	Tipo de Hecho	Tipo de Bien	Tipo de Implicado (1)	Tipo de Implicado	Víctimas Fatales	Lesionados	Fuente																	
21	11	1988	Cauca	Popayán		Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Octubre-Diciembre 1988. Volumen 1, N°.4. Pp. 67																	
22	11	1988	Antioquia	Zaragoza		Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Octubre-Diciembre 1988. Volumen 1, N°.4. Pp. 67																	
27	11	1988	Antioquia	Bolívar		Ataque a Propiedad	Propiedad Rural	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Octubre-Diciembre 1988. Volumen 1, N°.4. Pp. 67																	
27	11	1988	Distrito Capital	Bogotá D.C.		Atentado	Vivienda	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Octubre-Diciembre 1988. Volumen 1, N°.4. Pp. 67																	
1	12	1988	Cesar	Chiriguaná	Corregimiento Poponte-Sitio Loma de Sabaneta	Sabotaje	Infraestructura Víal	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Octubre-Diciembre 1988. Volumen 1, N°.4. Pp. 89																	
9	1	1989	Sucre	Ovejas		Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla No Identificada			Justicia y Paz. Boletín informativo Enero-Marzo 1989. Volumen 2, N°.1. Pp. 38																	
15	1	1989	Santander	El Playón		Sabotaje	Infraestructura Víal	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Enero-Marzo 1989. Volumen 2, N°.1. Pp. 38																	
25	1	1989				Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Enero-Marzo 1989. Volumen 2, N°.1. Pp. 38																	
27	1	1989	Arauca			Sabotaje	Infraestructura Energética (Oleoducto)	Grupo Armado No Identificado	Grupo Armado No Identificado			Justicia y Paz. Boletín informativo Enero-Marzo 1989. Volumen 2, N°.1. Pp. 38																	
27	1	1989	Boyacá	Miraflores		Sabotaje	Infraestructura Energética (Oleoducto)	Grupo Armado No Identificado	Grupo Armado No Identificado			Justicia y Paz. Boletín informativo Enero-Marzo 1989. Volumen 2, N°.1. Pp. 38																	
8	2	1989	Córdoba	Montería	Corregimiento Buenos Aires	Masacre	Vivienda Urbana	Grupo Armado No Identificado	Grupo Armado No Identificado			Boletín Justicia y Paz Vol. 2 No 1 Pp. 41																	
17	2	1989	Antioquia	El Bagre		Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Enero-Marzo 1989. Volumen 2, N°.1. Pp. 66																	
25	2	1989	Antioquia	Yondó		Bombardeo	Bien Comunal	Fuerza Pública	Ejército Nacional			Justicia y Paz. Boletín informativo Enero-Marzo 1989. Volumen 2, N°.1. Pp. 66																	
6	3	1989	Antioquia	Turbo	Zona Rural	Ataque a Propiedad	Infraestructura Empresarial	Grupo Armado No Identificado	Grupo Armado No Identificado			Justicia y Paz. Boletín informativo Enero-Marzo 1989. Volumen 2, N°.1. Pp. 87																	
6	3	1989	Antioquia	Turbo		Ataque a Propiedad	Medios de Transporte	Grupo Armado No Identificado	Grupo Armado No Identificado			Justicia y Paz. Boletín informativo Enero-Marzo 1989. Volumen 2, N°.1. Pp. 87																	
6	3	1989	Antioquia	Turbo	Sitio Palos Blancos	Quema de Vehículos	Medios de Transporte	Grupo Armado No Identificado	Grupo Armado No Identificado			Justicia y Paz. Boletín informativo Enero-Marzo 1989. Volumen 2, N°.1. Pp. 87																	
8	3	1989	Putumayo	Orito		Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla-EPL			Justicia y Paz. Boletín informativo Enero-Marzo 1989. Volumen 2, N°.1. Pp. 87																	
24	3	1989	Valle del Cauca	Yumbo	Zona Rural	Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Enero-Marzo 1989. Volumen 2, N°.1. Pp. 88																	
1	4	1989	Arauca	Arauca		Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Abril-Junio 1989. Volumen 2, N°.2. Pp. 39																	
9	4	1989	Antioquia	Zaragoza	Sitio Chocohondo	Sabotaje	Infraestructura Eléctrica	Grupo Armado No Identificado	Grupo Armado No Identificado			Justicia y Paz. Boletín informativo Abril-Junio 1989. Volumen 2, N°.2. Pp. 39																	
11	4	1989	Antioquia	Turbo	IM Nueva Colonia	Ataque a Propiedad	Propiedad Rural	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Abril-Junio 1989. Volumen 2, N°.2. Pp. 39																	
13	4	1989	Cesar	Pelaya		Ataque a Propiedad	Propiedad Rural	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Abril-Junio 1989. Volumen 2, N°.2. Pp. 40																	
18	4	1989	Norte de Santander	Toledo	Sitio Kilómetro 168	Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Abril-Junio 1989. Volumen 2, N°.2. Pp. 40																	
20	4	1989	Santander	San Vicente de Chucurí	ID La Fortuna	Ataque a Propiedad	Infraestructura Empresarial	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Abril-Junio 1989. Volumen 2, N°.2. Pp. 40																	
20	4	1989	Sucre	San Onofre	Corregimiento Labarche	Ataque a Propiedad	Infraestructura Empresarial	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Abril-Junio 1989. Volumen 2, N°.2. Pp. 40																	
21	4	1989	Caldas	Anserma	Zona Rural	Ataque a Propiedad	Propiedad Rural	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Abril-Junio 1989. Volumen 2, N°.2. Pp. 40																	
21	4	1989	Cesar	San Alberto		Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Abril-Junio 1989. Volumen 2, N°.2. Pp. 41																	
28	4	1989	Cesar	La Gloria		Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Abril-Junio 1989. Volumen 2, N°.2. Pp. 41																	
2	5	1989	Santander	La Belleza	Vereda Mundonuevo	Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Abril-Junio 1989. Volumen 2, N°.2. Pp. 70																	
4	5	1989	Antioquia	Bolívar	ID Farallones	Ataque a Propiedad	Propiedad Rural	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Abril-Junio 1989. Volumen 2, N°.2. Pp. 70																	
9	5	1989	Cauca	Caldono		Ataque a Propiedad	Medios de Transporte	Guerrilla	Guerrilla-Quintín Lame			Justicia y Paz. Boletín informativo Abril-Junio 1989. Volumen 2, N°.2. Pp. 70																	
9	5	1989	Norte de Santander	Toledo		Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Abril-Junio 1989. Volumen 2, N°.2. Pp. 70																	
13	5	1989	Norte de Santander	Cúcuta	Sitio Carmen de Conchala	Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Abril-Junio 1989. Volumen 2, N°.2. Pp. 71																	
14	5	1989	Valle del Cauca	Buga	ID Chambimbal	Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Abril-Junio 1989. Volumen 2, N°.2. Pp. 71																	
15	5	1989	Norte de Santander	El Zulia		Ataque a Propiedad	Medios de Transporte	Guerrilla	Guerrilla-EPL			Justicia y Paz. Boletín informativo Abril-Junio 1989. Volumen 2, N°.2. Pp. 71																	
20	5	1989	Tolima	Natagaima	Sitio Puente de Yoco	Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Abril-Junio 1989. Volumen 2, N°.2. Pp. 71																	
26	5	1989	Cesar	Gamarra	Sitio La Mata	Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Abril-Junio 1989. Volumen 2, N°.2. Pp. 72																	
27	5	1989	Cauca	Totoró	Zona Rural	Sabotaje	Medios de Transporte	Guerrilla	Guerrilla-Quintín Lame			Justicia y Paz. Boletín informativo Abril-Junio 1989. Volumen 2, N°.2. Pp. 72																	
29	5	1989	Norte de Santander	Tibú	Sitio Campo Giles	Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Abril-Junio 1989. Volumen 2, N°.2. Pp. 72																	
8	6	1989	Santander	Barrancabermeja	Vía a Bucaramanga	Sabotaje	Infraestructura Víal	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Abril-Junio 1989. Volumen 2, N°.2. Pp. 98																	
9	6	1989	Valle del Cauca	Cali	Cabecera Municipal	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Abril-Junio 1989. Volumen 2, N°.2. Pp. 98																	
16	6	1989	Norte de Santander	San Cayetano		Sabotaje	Infraestructura Energética (Oleoducto)	Grupo Armado No Identificado	Grupo Armado No Identificado			Justicia y Paz. Boletín informativo Abril-Junio 1989. Volumen 2, N°.2. Pp. 99																	
16	6	1989	Sucre	Tolú	Corregimiento Coveñas	Sabotaje	Infraestructura Energética	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Abril-Junio 1989. Volumen 2, N°.2. Pp. 99																	
18	6	1989	Huila	Aipe	Sitio Loma de la Montaña	Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla-FARC			Justicia y Paz. Boletín informativo Abril-Junio 1989. Volumen 2, N°.2. Pp. 99																	
19	6	1989	Santander	Barrancabermeja	ID El Centro	Ataque a Propiedad	Infraestructura Empresarial	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Abril-Junio 1989. Volumen 2, N°.2. Pp. 99																	
22	6	1989	Norte de Santander	Abrego	Inspección de Guamal 	Asesinato Selectivo	Vivienda	Guerrilla	Guerrilla-ELN			Justicia y Paz Vol. 2 Nº 2, pág. 75																	
22	6	1989	Norte de Santander	El Zulia		Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Abril-Junio 1989. Volumen 2, N°.2. Pp. 100																	
25	6	1989	Antioquia	La Unión		Acciones Bélicas-Ataque a Instituciones	Entidades Públicas/Entidad Bancaria	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Abril-Junio 1989. Volumen 2, N°.2. Pp. 100																	
25	6	1989	Cesar	Aguachica	Corregimiento Norean	Sabotaje	Infraestructura Víal	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Abril-Junio 1989. Volumen 2, N°.2. Pp. 101																	
25	6	1989	Cesar	Bosconia	Vía a Copey	Sabotaje	Infraestructura Víal	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Abril-Junio 1989. Volumen 2, N°.2. Pp. 100																	
25	6	1989	Cesar	Curumaní	Vía a San Roque	Sabotaje	Infraestructura Víal	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Abril-Junio 1989. Volumen 2, N°.2. Pp. 101																	
25	6	1989	Valle del Cauca	Yumbo	ID Mulalo	Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Abril-Junio 1989. Volumen 2, N°.2. Pp. 101																	
1	7	1989	Boyacá	Pajarito	Sitio El Boquerón	Sabotaje	Medios de Transporte	Guerrilla	Guerrilla-EPL			Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 40																	
5	7	1989	Arauca	Tame		Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla No Identificada			Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 40																	
6	7	1989	Arauca	Arauca		Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 41																	
11	7	1989	Antioquia	Medellín		Ataque a Instituciones	Entidades Públicas	Guerrilla	Guerrilla No Identificada			Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 41																	
12	7	1989	Valle del Cauca	Bugalagrande	ID El Overo	Sabotaje	Infraestructura Energética (Oleoducto)	Grupo Armado No Identificado	Grupo Armado No Identificado			Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 41																	
13	7	1989	Arauca	Arauquita		Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 41																	
13	7	1989	Tolima	Natagaima	ID La Palmita	Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 41																	
14	7	1989	Santander	 Lebrija	Vía a Bucaramanga	Quema de Vehículos	Medios de Transporte	Grupo Armado No Identificado	Grupo Armado No Identificado			Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 41																	
14	7	1989	Santander	Piedecuesta		Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 41																	
16	7	1989	Antioquia	El Bagre	Sitio Cocohondo	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 42																	
20	7	1989	Nariño	Puerres	ID El Páramo	Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 42																	
25	7	1989	Antioquia	El Bagre		Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 43																	
25	7	1989	Casanare	Yopal	Vía a Sagamoso	Sabotaje	Infraestructura Energética	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 43																	
28	7	1989	Santander	Barrancabermeja	Barrio 1º de Mayo	Sabotaje	Infraestructura Víal	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 43																	
29	7	1989	Risaralda	Pereira	Zona Rural	Sabotaje	Infraestructura Energética (Oleoducto)	Grupo Armado No Identificado	Grupo Armado No Identificado			Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 43																	
30	7	1989	Casanare	Mani	Vía a Sogamoso	Sabotaje	Infraestructura Energética	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 43																	
1	8	1989	Casanare	Monterrey	Inspección El Poervenir	Sabotaje	Infraestructura Energética (Oleoducto)	Grupo Armado No Identificado	Grupo Armado No Identificado			Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 69																	
2	8	1989	Santander	Barrancabermeja	Barrio La Esperanza	Sabotaje	Medios de Transporte	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 69																	
3	8	1989	Cesar	San Alberto	Vía al Sitio El Playón	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 69																	
3	8	1989	Santander	Tona	Vía a Pamplona	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 69																	
4	8	1989	Cesar	La Jagua de Ibirico		Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 69																	
4	8	1989	Antioquia	Cáceres	ID Guarumo-Sitio Santa Rita	Sabotaje	Infraestructura Víal	Guerrilla	Guerrilla No Identificada			Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 69																	
4	8	1989	Antioquia	Cáceres		Sabotaje	Infraestructura Víal-Medios de Transporte	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 69																	
5	8	1989	Antioquia	Anorí	 Vereda Providencia	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 69																	
8	8	1989	Valle del Cauca	Yumbo		Ataque a Propiedad	Infraestructura Empresarial	Grupo Armado No Identificado	Grupo Armado No Identificado			Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 70																	
9	8	1989	Putumayo	Orito	Sitio La Balastra	Sabotaje	Medios de Transporte	Guerrilla	Guerrilla-EPL			Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 70																	
14	8	1989	Cesar	Curumaní	Corregimiento San Roque	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 70																	
14	8	1989	Norte de Santander	El Zulia	Zona Rural	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 70																	
14	8	1989	Norte de Santander	Los Patios	Zona Rural	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 70																	
14	8	1989	Santander	Barrancabermeja	Vía a Bucaramanga	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 70																	
14	8	1989	Antioquia	San Luis		Sabotaje	Infraestructura Víal-Medios de Transporte	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 70																	
14	8	1989	Cesar	Aguachica	Vía a Santa Marta	Sabotaje	Infraestructura Víal	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 70																	
14	8	1989	Cesar	La Gloria	Corregimiento Besote	Sabotaje	Medios de Transporte	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 70																	
14	8	1989	Cesar	Pailitas	Caserío El Burro	Sabotaje	Infraestructura Víal	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 70																	
15	8	1989	Cesar	Chimichagua	Corregimiento La Mata	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 71																	
16	8	1989	Antioquia	Santo Domingo	Sitio Porce	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 71																	
17	8	1989	Antioquia	San Luis	Sitio Alto de Pavas	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 71																	
20	8	1989	Arauca	San Pablo		Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 71																	
22	8	1989	Santander	Bucaramanga		Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 71																	
29	8	1989	Arauca	Puerto Rondón		Sabotaje	Infraestructura Víal	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 72																	
13	9	1989	Boyacá	Puerto Boyacá		Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 90																	
23	9	1989	Antioquia	San Pedro de Urabá	IM Arenas Monas	Sabotaje	Medios de Transporte	Guerrilla	Guerrilla-EPL			Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 91																	
22	10	1989	Norte de Santander	Hacarí	Zona Rural	Sabotaje	Medios de Transporte	Grupo Armado No Identificado	Grupo Armado No Identificado	1		Justicia y Paz. Boletín informativo Octubre-Diciembre 1989. Volumen 2, N°.4. Pp. 40																	
29	10	1989	Norte de Santander	Tibú		Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla-ELN			Justicia y Paz. Boletín informativo Octubre-Diciembre 1989. Volumen 2, N°.4. Pp. 40																	
9	11	1989	Chocó	Lloro	Cabecera Municipal	Acciones Bélicas-Ataque a Instituciones	Entidades Públicas	Guerrilla	Guerrilla-ELN																				
