Día	Mes	Año	Departamento	Municipio	Lugar de Ocurrencia	Tipo de Hecho	Tipo de Implicado (2)	Nº Víctimas	Combatiente	Población Civil	Fuente																									
14	2	2010	Guaviare	San José del Guaviare	Zona Rural-Sitio Tres Tejas y Triunfo Dos	Emboscada	Guerrilla-FARC	6	4	2	Revista Noche y Niebla N°42. Actualizaciones. Pp. 191																									
14	2	2010	Huila	Tello	Vereda San Andrés	Combate	Ejército Nacional-FARC	1		1	Revista Noche y Niebla N°41. Pp. 82																									
2	5	2010	Cauca	Caloto	Vereda Los Chorros - IP El Palo	Combate	Ejército Nacional-FARC	1		1	Revista Noche y Niebla N°42. Actualizaciones Pp. 194																									
6	5	2010	Cauca	Toribío	Resguardo de Tacueyo	Combate	Ejército Nacional-FARC	2		2	Revista Noche y Niebla N°41. Pp. 134																									
28	5	2010	Cauca	Argelia	Corregimiento El Plateado	Combate	Ejército Nacional-FARC	1		1	Banco de Datos de Derechos Humanos y Violencia Política del CINEP																									
8	7	2010	Cauca	Suárez		Ataque a Objetivo Militar	Guerrilla-FARC	4	2	2	Revista Noche y Niebla N°42. Pp. 55																									
30	7	2010	Caquetá	Solita		Emboscada	Guerrilla-FARC	1		1	Revista Noche y Niebla N°42. Pp. 70																									
29	9	2010	Caquetá	La Montañita	IP La Unión Peneya	Emboscada	Ejército Nacional	1		1	Revista Noche y Niebla N°42. Pp. 107																									
30	9	2010	Nariño	Barbacoas	IP Buenavista	Hostigamiento	Guerrilla-FARC	2		2	Banco de Datos de Derechos Humanos y Violencia Política del CINEP																									
6	11	2010	Meta	La Macarena	Sitio La Punta	Combate	Ejército Nacional-FARC	1		1	Revista Noche y Niebla N°42. Pp. 133																									
13	11	2010	Nariño	Barbacoas	Corregimiento Buenavista	Incursión	Guerrilla-FARC	3	2	1	Revista Noche y Niebla N°42. Pp. 135																									
17	11	2010	Cauca	Toribío	Cabecera Municipal	Combate	Policía Nacional-FARC-EP	2	1	1	Revista Noche y Niebla N°42. Pp. 137																									
7	1	2011	Caquetá	San Vicente del Caguán	Vía a Puerto Rico	Combate	Ejército Nacional-FARC	9	8	1	Banco de Datos de Derechos Humanos y Violencia Política del CINEP																									
8	2	2011	Cauca	Toribío	IP Tacueyó	Combate	Ejército Nacional-FARC	1		1	Banco de Datos de Derechos Humanos y Violencia Política del CINEP																									
27	2	2011	Cauca	López de Micay	IP Santa Ana	Ataque a Objetivo Militar	Guerrilla-FARC	1		1	Banco de Datos de Derechos Humanos y Violencia Política del CINEP																									
28	2	2011	Cauca	Caloto		Emboscada	Guerrilla-FARC	2		2	Banco de Datos de Derechos Humanos y Violencia Política del CINEP																									
1	3	2011	Antioquia	Mutatá	Vereda Nuevo Mundo	Emboscada	Guerrilla-FARC	1	 	1	Banco de Datos de Derechos Humanos y Violencia Política del CINEP																									
5	3	2011	Cauca	Cajibio	IP El Carmelo	Combate	Ejército Nacional y Policía Nacional-FARC	1		1	Banco de Datos de Derechos Humanos y Violencia Política del CINEP																									
6	3	2011	Nariño	El Charco	Cabecera Municipal-Barrio El Porvenir	Combate	Grupos Paramilitares	1		1	Banco de Datos de Derechos Humanos y Violencia Política del CINEP																									
12	3	2011	Meta	Vistahermosa	Vereda Mata de Bambú	Combate	Ejército Nacional-Guerrilla No Identificada	1		1	Banco de Datos de Derechos Humanos y Violencia Política del CINEP																									
18	3	2011	Norte de Santander	San Calixto	Cabecera Municipal-Barrio Villa Nueva	Ataque a Objetivo Militar	Guerrilla-FARC	3		3	Banco de Datos de Derechos Humanos y Violencia Política del CINEP																									
17	4	2011	Chocó	Riosucio	Río Quiparadó	Bombardeo	Ejército Nacional	3		3	Banco de Datos de Derechos Humanos y Violencia Política del CINEP																									
3	5	2011	Arauca	Fortul	Sitio La Y	Ataque a Objetivo Militar	Guerrilla No Identificada	1		1	Banco de Datos de Derechos Humanos y Violencia Política del CINEP																									
3	5	2011	Arauca	Fortul		Ataque a Objetivo Militar	Guerrilla-ELN	3	2	1	Banco de Datos de Derechos Humanos y Violencia Política del CINEP																									
12	5	2011	Nariño	Tumaco	Zona Rural	Combate	Ejército Nacional-Guerrilla No Identificada	1		1	Banco de Datos de Derechos Humanos y Violencia Política del CINEP																									
28	5	2011	Antioquia	Cáceres	Corregimiento El Tigre	Combate	Grupos Paramilitares	1		1	Banco de Datos de Derechos Humanos y Violencia Política del CINEP																									
20	6	2011	Bolívar	San Pablo	Corregimiento Cerro Azul-Vereda Palo de Coco	Bombardeo	Fuerza Aérea Colombiana	1		1	Banco de Datos de Derechos Humanos y Violencia Política del CINEP																									
13	9	2011	Cauca	Argelia	Cabecera Municipal	Incursión	Guerrilla-FARC	1		1	Banco de Datos de Derechos Humanos y Violencia Política del CINEP																									
16	9	2001	Cauca	Caloto	Vereda El Credo	Ataque a Objetivo Militar	Guerrilla-FARC	1		1	Banco de Datos de Derechos Humanos y Violencia Política del CINEP																									
6	11	2011	Cauca	Piendamó	Cabecera Municipal	Ataque a Objetivo Militar	Guerrilla-FARC	1		1	Banco de Datos de Derechos Humanos y Violencia Política del CINEP																									
1	12	2011	Cauca	López de Micay	Cabecera Municipal	Ataque a Objetivo Militar	Guerrilla-FARC	3	2	1	Banco de Datos de Derechos Humanos y Violencia Política del CINEP																									
30	12	2011	Putumayo	Orito	Cabecera Municipal	Ataque a Objetivo Militar	Guerrilla-FARC	2		2	Banco de Datos de Derechos Humanos y Violencia Política del CINEP																									
27	3	2012	Norte de Santander	Teorama	Corregimiento San Pablo	Ataque a Objetivo Militar	Guerrilla-FARC	1		1	Banco de Datos de Derechos Humanos y Violencia Política del CINEP																									
2	5	2012	Nariño	Olaya Herrera	Vereda Bellavista	Combate	Grupos Paramilitares-FARC y ELN	1		1	Banco de Datos de Derechos Humanos y Violencia Política del CINEP																									
2	6	2012	Caquetá	La Montañita	Cabecera Municipal	Ataque a Objetivo Militar	Guerrilla-FARC	5	2	3	Banco de Datos de Derechos Humanos y Violencia Política del CINEP																									
10	7	2012	Cauca	Argelia	Cabecera Municipal	Ataque a Objetivo Militar	Guerrilla-FARC	3		3	Noche y Niebla # 46 Pp. 100																									
31	7	2012	Antioquia	Dabeiba	Vía a Mutatá	Bombardeo	Ejército Nacional	1		1	Noche y Niebla # 46 Pp. 118																									
21	8	2012	Cauca	Caloto	Vereda La Pedregosa	Combate	Ejército Nacional-FARC	1		1	Noche y Niebla # 46 Pp. 141																									
23	9	2012	Bolívar	Achí	Vereda Río Nuevo	Combate	Ejército Nacional-BACRIM	1		1	Noche y Niebla # 46 Pp. 169-170																									
4	10	2012	Antioquia	Apartadó	IP San José de Apartadó	Combate	Ejército Nacional-FARC	1		1	Noche y Niebla # 46 Pp. 184																									
14	10	2012	Arauca	Tame		Ataque a Objetivo Militar	Guerrilla-FARC	3	 	3	Noche y Niebla # 46 Pp. 190-191																									
29	10	2012	Caquetá	Cartagena del Chairá	Vereda Miraflores	Combate	Ejército Nacional-FARC	1		1	Noche y Niebla # 46 Pp. 201																									
6	11	2012	Nariño	Tumaco	Corregimiento Llorente	Ataque a Objetivo Militar	Guerrilla-FARC	1		1	Noche y Niebla # 46 Pp. 208																									
23	12	2012	Nariño	Tumaco	Cabecera Municipal	Combate	Los Rastrojos	1		1	Noche y Niebla # 46 Pp. 229																									
